"id","user_id","client_id","title","status","allow_comments","body","extended_body","excerpt","keywords","category","created_at","updated_at","company_id","go_live_date","original_id","author_name","comments_count"
"40690","","1","In Memoriam","Publish","true","<img src=https://s3-eu-west-1.amazonaws.com/bibliocloudimages/snowblog/images/hst_on_tree.jpg align=left height=230 width=150 hspace=20 vspace=10>Who's that atop the Snowbooks' Christmas tree? Could it be one of the great writers who got their wings this year? 

Along with <a href=http://en.wikipedia.org/wiki/Saul_Bellow target=_blank>Saul Bellow</a>, <a href=http://en.wikipedia.org/wiki/Edward_Bunker target=_blank>Edward Bunker</a>, <a href=http://en.wikipedia.org/wiki/Helen_Cresswell target=_blank>Helen Cresswell</a>, <a href=http://en.wikipedia.org/wiki/Ed_mcbain target=_blank>Evan Hunter</a> (better known as Ed McBain), <a href=http://en.wikipedia.org/wiki/John_Fowles target=_blank>John Fowles</a>, <a href=http://en.wikipedia.org/wiki/Robert_Sheckley target=_blank>Robert Sheckley</a> and many others, the King of Gonzo, <a href=http://en.wikipedia.org/wiki/Hunter_S._Thompson target=_blank>Hunter S. Thompson</a>, died in 2005. 

His suicide in April was accompanied by a note headed <a href=http://news.bbc.co.uk/1/hi/entertainment/arts/4227508.stm target=_blank>'Football Season Is Over'</a>, and Johnny Depp paid for his ashes to be fired over his Colorado estate from a <a href=http://news.bbc.co.uk/1/hi/entertainment/arts/4168266.stm target=_blank>150-foot cannon in the shape of a clenched fist</a>, but his greatest memorial is undoubtedly the one that begins <a href=http://en.wikipedia.org/wiki/Fear_and_Loathing_in_Las_Vegas target=_blank>""We were somewhere around Barstow on the edge of the desert when the drugs began to take hold...""</a>

Dearly loved and sadly departed authors: Snowbooks salutes you.","","","","","2005-12-19","2013-03-29","","","","","0"
"40691","","1","Snowbooks in Christian Snub Shock","Publish","true","Check out this <a href=""http://www.christianbookshops.org.uk/news.htm"">charmless post</a>. What are those Christian values again - respect, humility, generosity, absence of self righteousness, not holding a grudge (thanks to <a href=""http://www.twopaths.com/faq_ChristianValues.htm"">this site</a> for the reminder)? Seems that the Christian Bookshops webmaster needs to revisit his Bible.

Ah, I'm probably just narked because I'm on a diet. Not enough blood-sugar.","","","","","2006-01-05","2013-03-29","","","","Emma","2"
"40692","","1","Official: Snowbooks understand Forster's plan","Publish","true","Every now and again I google 'Snowbooks', naturally. Usually I'm asked whether I actually meant 'Snowboots'. Sigh. Maybe we should diversify. 

It's very nice, anyway, when an unexpected and splendid thing pops up in the search results, like this review of The Celestial Omnibus by E M Forster. We think our Signature collection books - pretty, collectable hardbacks of neglected literary works, of which the Forster is one - are gorgeous, which makes up for their relatively modest sales. It's nice to hear that this reviewer believes Forster would have liked them, too: 

""This new edition of Forster's The Celestial Omnibus is recommendable to every Forsterite, to every bibliophile and to everybody who wants or has to read Forster's stories. Some people will probably have to get a critical edition from the library to accompany the reading, but if they do not, they can open their hearts as well as their minds. The result of such a reading could be more revealing and inspiring, but definitely, it would be closer to the intention of the author. Snowbooks have understood Forster's plan.""

I've got to say, I wouldn't have dreamed of trying deliberately to second-guess Forster, but heck - the opinion of someone who goes to the bother of maintaining a site just about their favourite author must be worth something.

Read the full review:","The first story of the collection is The Story of a Panic. It was the first story Forster ever wrote, and the circumstances of its creation remained vividly with him as long as he lived. It was written with the help of a genius loci: Forster received the first part of the story while taking a walk near Ravello/Italy in May 1902. Interestingly, the last story of the collection is the second of three instances of the effects of a genius loci in Forsters entire oeuvre. Reading these stories is a revealing experience. We get to know a young and a fresh author, much as in his gay short stories of The Life to Come. There does not seem to be a filter in between the heart of the author and the text as we can read it. Dry Forster was said to be, the maiden aunt of English literature, leaving behind him an ephemeral impression only. The reason, some people argue, might have been that he did not want to include too many hints towards his very self in his texts. However, this happedif it happened at allonly with the texts he composed in a creative struggle. These short stories were created in a different way: they came to Forster naturally; he did not have to look for them.

In most of the stories of this collection, the author adapts themes from the classics or introduces classical characters to the English landscape. In Other Kingdom, he tells us the story of a woman who escapes her hopeless situation by becoming a dryad of her own wood. In The Road from Colonus, Forster echoes the tragedy of Oedipus and Antigone in the story of Ethel and her father Mr. Lucas, an old man who wants to die a dramatic death in Greece. Unlike Oedipus, he is rescued by his daughter, but actually diminished fatally by her.

Traditionally, editorial notes help the readers of such stories to understand all the interrelations to the classics, to literary theory or to the life of the author. Not in this edition. Following closely the Sidgwick and Jackson edition of 1924 but leaving out the original dedication To the Memory of the Independent Review, this book comes with the texts only. Is this a good idea?, one may ask. With this collection having been out of print for years, one had expected some critical edition, not such a beautiful book. The square format and the artistic cover hint at such a beautiful rather than a critical edition. So does the layout: the curved initials, the font, the endpaper.

The cover story is a parable about reading and feeling. The Celestial Omnibus takes a boy and a well-read but emotionally mutilated man to heaven. On their strange journey, the two meet characters from mythology and literature. While the man recognizes them with his mind, the boy experiences them with his heart. In the end, the boy arrives in heaven, whereas the man fails and ends up not only emotionally but also physically mutilated. Only the boy was able to connect the mind with the heart. How shall we read the classicsor literature in generalthen? This is what teachers ask after having read the story with their pupils. With enthusiasm and an open heart. This is the answer pupils ought to give, but still people have to rely on dusty old textbooks or much too critical editions of Forster. Here we have an edition which speaks to the heart. We have a book which looks beautiful, which does not smell of cheap adhesive and which does not look as if the author was only read in classrooms nowadays. This book enables us to read Forster without thinking of all the secondary literature and the history and the things teachers once told us.

This new edition of Forsters The Celestial Omnibus is recommendable to every Forsterite, to every bibliophile and to everybody who wants or has to read Forsters stories. Some people will probably have to get a critical edition from the library to accompany the reading, but if they do not, they can open their hearts as well as their minds. The result of such a reading could be more revealing and inspiring, but definitely, it would be closer to the intention of the author. Snowbooks have understood Forsters plan.

Forster, E. M.  The Celestial Omnibus and Other Stories.  1911. London: Snowbooks, 2005. 160 pp., ISBN: 1-905005-00-8, recommended price:  9.99.","","","","2006-02-04","2013-03-29","","","","Emma","0"
"40693","","1","Anyone need any fire? Any fire, at all?","Publish","true","<img alt=""angel fire small.jpg"" src=""https://s3-eu-west-1.amazonaws.com/bibliocloudimages/snowblog/images/angel%20fire%20small.jpg"" width=""354"" height=""574"" />
If you do, then tell me because I've figured out (thanks to a great photoshop tutorial <a href=""http://www.photoshoptechniques.com/texp/fireptk.php"">here</a>) how to make really cool fire, as seen in this example. I did that! Me! Ahem.","","","","","2006-03-01","2013-03-29","","","","Emma","0"
"40694","","1","And another thing","Publish","true","<img alt=""ai.jpg"" src=""https://s3-eu-west-1.amazonaws.com/bibliocloudimages/snowblog/images/ai.jpg"" width=""400"" />
Not content with creating fire (Fire!) I also did this.  With a lot of help from Rob. And Anna and Gilly and James. Looks like a normal (although unusually beautiful, granted) AI, you say. But did you know it was created by exporting bibliographic data from our one-version-of-the-truth ONIX database (thanks to the wonderful <a href=""http://anko.ie"">anko</a>), put through an xslt transform (in freeware <a href=""http://www.xmlcooktop.com/"">cooktop</a>) and modified with a .css style sheet? Now all the code is done I have to click just five times - compared to spending at least a morning doing it manually. Nifty. 

A few years ago, back in the days when I was a normal, ground-down, time-starved employee, I feared computers.  Now they are my friends.","","","","","2006-03-01","2013-03-29","","","","Emma","0"
"40695","","1","Rights interest at London book fair","Publish","true","Hey, this is my first ever blog. I just wanted to tell everyone how jolly well we all did at the LBF this year.

Here are all the places keen on getting some action from the Snowbooks list: Italy, Brazil, Israel, Taiwan, Portugal, Slovenia, Italy, Russia, France, US, Bulgaria and Poland. And it's not just Adept (!), it's also City of the Sun, The Other Eden, The Sunny Side, Idle Thoughts, Paradise jazz, Plotting for Beginners and The Edgier Waters!

Nice.","","","","","2006-03-08","2013-03-29","","","","","0"
"40696","","1","Global SnowCorps","Publish","true","Sometimes we sit around poking at the holes in our socks, dreaming of the day when we earn a living wage and can afford tube ads. Sometimes we daydream a little too hard. Sometimes we imagine that in the future we will be huge and all-powerful and successful and all our books will sell half a million copies in the first week of publication. Sometimes we imagine that in the future we will have a forty-storey office tower in downtown Chicago atop of which will be a twenty foot high platinum snowflake, slowly rotating. Sometimes we imagine that on one dark day in the future the twenty foot high snowflake will fall off the building to the streets below and roll through the city causing damage and destruction, and it will be known as Black SnowDay. Sometimes we spend valuable publishing time creating new logos of our future company: 

<img alt=""globalsnowcorpsbg.jpg"" src=""https://s3-eu-west-1.amazonaws.com/bibliocloudimages/snowblog/images/globalsnowcorpsbg.jpg"" width=""400"" />

and writing lyrics for our Corporate Anthem: 

[To the tune of Handel's Messiah, the Hallelujah Chorus:]
 
Glo-ble SnowCorps, Glo-ble SnowCorps,
GlobalSnowCorps, GlobalSnowCorps, 
Glo-ble Snow-Corps!
 
Glo-ble SnowCorps, Glo-ble SnowCorps,
GlobalSnowCorps, GlobalSnowCorps, 
Glo-ble Snow-Corps!
 
It is right that you should fear
GlobalSnowCorps, 
GlobalSnowCorps,
Glo-buh-hul SnowCorps!
 
You can-not flee; it's always near
GlobalSnowCorps, 
GlobalSnowCorps,
Glo-buh-hul SnowCorps!
 
And so on.  With lots of big chorus voices, as George Harrison once said.

Sometimes we should just get on with our work.","","","","","2006-03-16","2013-03-29","","","","Emma","1"
"40697","","1","Snowbooks in Conversation (about Drugs)","Publish","true","Lisa Carver, author of <em><a href=""http://www.drugsarenice.com/"">Drugs Are Nice</a></em>, which is in all good bookshops any minute now, has just been interviewed over at <a href=""http://www.3ammagazine.com/litarchives/2006/mar/interview_lisa_carver.shtml"">3:AM Magazine</a>, whose <a href=""http://www.snowbooks.com/edgierwaters.html"">five-year-anthology</a> will also be published by Snowbooks in June. 

Lisa is interviewed by up-and-coming young novelist Noah Cicero (who also appears in the 3:AM anthology), on such topics as sex with authors, sex with midgets and how the 18 year old Lisa would feel if she was handed a copy of the book (hint: unsurprised).

Read the full interview <a href=""http://www.3ammagazine.com/litarchives/2006/mar/interview_lisa_carver.shtml"">here</a>.

There was also a great review of <em>Drugs...</em> over at Dogmatika - <a href=""http://dogmatika.com/dm/books_more.php?id=1058_0_3_0_M"">check it out</a> - and more to come soon. We'll keep you informed...

<strong>In other news...</strong> Kat Pomfret's wonderful Paradise Jazz, despite narrowly missing out on this round of Richard & Judy's Book Club, is nevertheless on sale at a special price of <strong>&pound;3.99</strong> over on their website, in the 'Ones To Watch' section: <a href=""http://www.richardandjudybookclub.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?catalogId=15201&storeId=10101&categoryId=15559&langId=100&parent_category_rn=15558&top_category=15558"">go grab yourself some summer reading</a>.","","","","","2006-03-21","2013-03-29","","","","","0"
"40698","","1","The Snowbooks Pound Store - A Penny Off!","Publish","true","<img alt=""TO Cheap Books.jpg"" src=""https://s3-eu-west-1.amazonaws.com/bibliocloudimages/snowblog/TO%20Cheap%20Books.jpg"" width=""400"" height=""318"" />

It's true - JD Landis' languorous <a href=""http://www.snowbooks.com/longing.html""><em>Longing</em></a> and Sarah Bryant's excellent future thriller <a href=""http://www.snowbooks.com/city.html""><em>City of the Sun</em></a> are both on sale in Waterstone's <em>right now</em> for just <strong>99p</strong>!

Don't miss out - <a href=""http://www.viamichelin.com/b2b2c/gbr/dyn/controller/dlhomepage?productId=71462"">click here</a> to find your nearest branch, and look out for more super Snowbooks offers in the months to come...","","","","","2006-04-11","2013-03-29","","","","","0"
"40699","","1","The Romanian is Coming","Publish","true","<img alt=""RomanianLaunch.jpg"" src=""https://s3-eu-west-1.amazonaws.com/bibliocloudimages/snowblog/RomanianLaunch.jpg"" width=""400"" height=""283"" />

We're very pleased to announce that Bruce Benderson, author of the forthcoming The Romanian, will be in the UK for the book's launch in the first week of May. There will be a party at the Horse Hospital on Wednesday the 3rd of May, and a reading at Gay's the Word on the 4th, from 7pm. Details of the party follow:

<center>Snowbooks is proud to present the UK launch of<br>
Bruce Benderson's Prix de Flore-winning memoir<br>
<strong>The Romanian </strong><br>
at<br>
The Horse Hospital<br>
Colonnade, Bloomsbury, London WC1N 1HX<br>
Wednesday May 3rd, 2006, from 7.30pm<br>
with a reading by the author<br>
<br>
All welcome</center>","","","","","2006-04-12","2013-03-29","","","","","0"
"40700","","1","Eeee! Snowbooks, Serpent's Tail, Profile and Atlantic in the same sentence.","Publish","true","How cool is this: (from today's Publishing News) 

""SNOWBOOKS, THE INDEPENDENT founded in March 2003, whose MD Emma Barnes is also the entire sales force, has been shortlisted for the Lightning Source Small Publisher of the Year, alongside Profile, Atlantic and Serpents Tail. Barnes told PN: Were delighted  Ive just come down off the ceiling. Things are going well at the moment. We published 10 titles in our first year, 15 in our second, and now plan 25 for this year, including Plotting for Beginners, a Bridget Jones for the overfifties.
   The publisher has four full-time staff and believes it is possible to have success with the chains provided that you show them that you are professional, and that you take on board all their supply chain requirements. We have found central buyers very supportive.
   Two other shortlists have also been announced. Lynette Owen, Copyright Director at Pearson Education and a widely respected figure in international publishing, joins Susan Howe, Orion Rights Director, Sarah Thomson, Headline Rights Director, and Briar Silich, former Hodder Rights Director, on the shortlist for the Frankfurt Book Fair Rights Professional of the Year. Walker Books Operation Red Jericho sits alongside The Princess and the Pea (Puffin) and Macmillan Childrens Books editor Suzanne Carnell for the Poppy Red Award for Innovation in Childrens Publishing. Carnell is shortlisted for her work on Emily Gravetts Wolves. Walkers Operation Red Jericho is also shortlisted for the Stora Enso Design and Production Award.
   The Awards will take place on Tuesday, 9 May, on the closing evening of the BA Conference.""
Read the <a href=""http://www.publishingnews.co.uk/pn/pno_news4.asp"">original article here.</a>


We are all going to go to the dinner in Bournemouth. I wonder if they'll let us have a snow machine going in the corner of the room? Subtle corporate branding, snow-stylee.","","","","","2006-04-20","2013-03-29","","","","Emma","0"
"40701","","1","Through A Dass Glarkly","Publish","true","<img alt=""tagd.jpg"" src=""https://s3-eu-west-1.amazonaws.com/bibliocloudimages/snowblog/tagd.jpg"" width=""300"" />

Snowbooks gets <a href=""http://blogs.guardian.co.uk/culturevulture/archives/2006/04/20/pub_culture.html"">a small mention in the Guardian blog</a> today, as part of a larger rundown of last week's <strong>Through A Glass Darkly</strong> event at the Wheatsheaf in Fitzrovia.

This excellent literary evening on the theme of the English Pub was jointly hosted by the <a href=""http://www.sohemians.com/"">Sohemians</a>, <a href=""http://hodmandod.blogspot.com/"">Scarecrow</a> and <a href=""http://3ammagazine.com/"">3:AM Magazine</a>, whose anthology, <em><a href=""http://www.snowbooks.com/edgierwaters.html"">The Edgier Waters</a></em>, we're very pleased to be publishing in June.

<em>And no one got drunk at all.</em>","","","","","2006-04-21","2013-03-29","","","","","0"
"40702","","1","""Barnes is a talker""","Publish","true","Did I ever show you <a href=""http://www.publishersweekly.com/article/CA6305511.html?pubdate=2%2F13%2F2006&display=archive"">this</a>? It's well out of date now, but still. ""Barnes is a talker""  - cheek. I'm quiet as a tiny mouse.","","","","","2006-04-21","2013-03-29","","","","Emma","1"
"40703","","1","""Lush, lurid, lyrical, lacerating, sweetly unrepentant...""","Publish","true","Bruce Benderson was in town last weekend for a couple of great events, the launch of <i>The Romanian</i> at <a href=""http://www.thehorsehospital.com/archives/000409.html"">the Horse Hospital</a>, and a well-attended reading at <a href=""http://www.gaystheword.co.uk/"">Gay's The Word</a>. Big thank yous to James at the HH, Jimmy and Uli at GTW, to all who came, and to Bruce himself, who is, in case you're wondering, quite excellent company.

There was also a great review of <i>The Romanian</i> in <a href=""http://www.timesonline.co.uk/article/0,,923-2165312,00.html"">The Times</a> on Saturday:

<blockquote>The Romanian is Romulus, a 24-year-old street hustler picked up in Budapest by Benderson, a fiftysomething Jewish-American journalist. Both, disaffected by cultural exploitation and erotic disorientation, acquiesce in an unsafe, self-deceiving sexual relationship. Benderson's uncontrolled mid-life crisis finds romantic adventure and obsessive focus in his unrequited passion for Romulus, through whom he discovers the chaotic contradictions of a Romania struggling from gothic isolation into global opportunity. This lush, lurid, lyrical, lacerating, sweetly unrepentant memoir won the Prix de Flore.</blockquote>","","","","","2006-05-08","2013-03-29","","","","","0"
"40704","","1","Small Publisher of the Year 2006","Publish","true","<img alt=""snowbooks-SPOTY.jpg"" src=""https://s3-eu-west-1.amazonaws.com/bibliocloudimages/snowblog/snowbooks-SPOTY.jpg"" width=""400"" height=""169"" align=center />

We are extremely pleased to announce that Snowbooks was last night named Small Publisher of the Year at the British Book Awards, in a joint award with fellow publishers Profile. Emma, Gilly, Anna and James all attended the ceremony and rushed the stage en masse to collect the award. Only Gilly fell over.

In just three years, Snowbooks has gone from a two-person start-up to a four-person team, with a growing list and over 90,000 books sold. We are passionate about all our titles and believe that our innovative approach to the publishing process shows through in our work. We are very glad and very proud that this has been recognised by our peers.

Of course, none of this would have happened without the generous support of our authors, the book retailers, the trade press, and our fellow publishers. We offer heartfelt congratulations to our fellow Small Publisher winner, Profile books, and to all the other winners and nominees.

You can find out more about this year's awards <a href=""http://www.britishbookawards.co.uk/bba/pnbb_tradeawards_frontpage.asp"">here</a>.","","","","","2006-05-10","2013-03-29","","","","","2"
"40705","","1","Surreal","Publish","true","Have you seen Grosse Point Blank? Brilliant eighties reunion film. The bit where John Cusack is sitting in the car of his old friend who's now an estate agent; they're having a normal chat and suddenly the guy honks his horn and yells ""Ten years, man! Ten years!"" After the hangovers had worn off, it was pretty much back to normal in the Snowbooks office, except every now and again I want to shout ""Small Publisher of the Year, man! Small Publisher!"" 

We have had some lovely coverage this week. Nic Clee in the Times today calls us <a href=""http://www.timesonline.co.uk/article/0,,923-2176085.html"">'enterprising'</a>. In the same paper there's a mention of Sue and Jane <a href=""http://www.timesonline.co.uk/article/0,,923-2176410.html"">talking about </a>Plotting for Beginners. We should rename it the SnowTimes. Precious Clare on the <a href=""http://www.thefridayproject.co.uk/vox/"">Friday Project blog</a> is the first writer to use the line 'there's no business like Snow business' (finally) (And Clare also had a letter in the Times! I never read the Times normally. I wonder if there are three or more pieces to do with people I know every week?) <a href=""http://www.britishbookawards.co.uk/bba/pnbb_tradeawards_frontpage.asp"">Publishing News</a> printed my <a href=""http://www.publishingnews.co.uk/pn/pno_news4.asp?"">acceptance speech joke </a>(which was so lame I'm not going to repeat it) and said that I define the term 'hands on'.<a href=""http://enjoyment.independent.co.uk/books/features/article364016.ece ""> The Literator</a> in the Independent said we were one of several ""crucial players in independent publishing [who] picked up key awards."" And James (who can really write, turns out) wrote a piece which will appear on Monday's <a href=""http://blogs.guardian.co.uk/culturevulture/"">Culture Vulture blog. </a>

<img alt=""Up the nose shot at the Nibbies"" src=""https://s3-eu-west-1.amazonaws.com/bibliocloudimages/snowblog/Picture1.jpg"" width=""100"" />

I wonder what will happen next week?","","","","","2006-05-13","2013-03-29","","","","Emma","4"
"40706","","1","Parp parp","Publish","true","Not to blow the own trumpet, but...

<a href=""http://blogs.guardian.co.uk/culturevulture/archives/2006/05/15/sno_wonder_snow.html"">http://blogs.guardian.co.uk/culturevulture/archives/2006/05/15/sno_wonder_snow.html</a>","","","","","2006-05-15","2013-03-29","","","","","0"
"40707","","1","""If Lord Alfred Douglas had been a Romanian prostitute...""","Publish","true","<img alt=""Bruce-Blog-Banner.jpg"" src=""https://s3-eu-west-1.amazonaws.com/bibliocloudimages/snowblog/Bruce-Blog-Banner.jpg"" width=""400"" height=""150"" />

Very pleased to see a wonderful review of <em>The Romanian</em> in this week's Time Out London, <a href=""http://www.timeout.com/london/gay/review/book/79/bruce_benderson_the_romanian.html"">available online here</a>. Thank you, Mr Burston, and may we confim that Bruce is, indeed, one hell of a charmer.","","","","","2006-05-17","2013-03-29","","","","","0"
